flightnumber,radiocallsign,origin,destination,deptime,arrtime,gate,aircraft,route,created_at,updated_at
KL1198,KLM98R,ENZV,EHAM,2019-09-29 10:10:00,2019-09-29 11:45:00,A4,E75,RUMOG M185 ATNAK UM185 TIPAN N866 LARDI L74 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1442,KLM34G,EGPD,EHAM,2019-09-29 09:15:00,2019-09-29 11:45:00,A8,E75,RIMOL DCT SOVED DCT BABGU Q39 DANDI UL28 MCT M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1986,KLM82K,LFSB,EHAM,2019-09-29 10:15:00,2019-09-29 11:45:00,B20,E90,GTQ UN852 DIK UM624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1271,KLM1271,EHAM,EPWR,2019-09-29 11:50:00,2019-09-29 13:35:00,B2,E75,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT DOBUR DCT LASIS Z419 VAGNI,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1145,KLM1145,EHAM,ENGM,2019-09-29 11:50:00,2019-09-29 13:35:00,B7,E90,ANDIK UZ733 KONOM UZ704 AMADA Z704 PIPEX M609 RIPAM,2019-09-04 13:31:36,2019-09-04 13:31:36
KM395,AMC395,EHAM,LMML,2019-09-29 11:50:00,2019-09-29 14:50:00,B13,320,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT BOTAL DCT IRBAK DCT ROTIR DCT POKAV DCT BETOT DCT GIANO DCT PIVOP DCT EKOLA L12 GZO,2019-09-04 13:31:36,2019-09-04 13:31:36
OR338,TFL338,MMUN,EHAM,2019-09-29 21:00:00,2019-09-30 13:30:00,G7,788,ROTGI UM219 XOPGI UB646 CANOA B646 FOWEE A301 ZBV BR69V ZFP AR24 DIW J174 ORF VS1 HTO J55 BOS J575 TUSKY N435A TUDEP NATU BEXET DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1472,KLM1472,EGPF,EHAM,2019-09-29 09:15:00,2019-09-29 11:50:00,A8,E90,TLA N97 ROKAN M982 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
AT684,RAM684,GMMW,EHAM,2019-09-29 07:50:00,2019-09-29 12:00:00,G2,320,DCT IXIRI UM372 AMR UN860 VLC UT137 CASIM UN608 GIROM UN863 AGN UL873 FOUCO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6145,TRA32Q,EHAM,LEAL,2019-09-29 18:35:00,2019-09-29 21:15:00,D84,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 VLC,2019-09-04 13:31:36,2019-09-04 13:31:36
AY1302,FIN4PF,EHAM,EFHK,2019-09-29 11:55:00,2019-09-29 15:15:00,C12,32B,ANDIK UN873 JUIST UP729 DOSUR P729 TALSA Z702 ALAMI P606 DIVAM,2019-09-04 13:31:36,2019-09-04 13:31:36
AC825,ACA825,EHAM,CYYZ,2019-09-29 11:55:00,2019-09-29 13:55:00,G6,77W,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N180A ALLEX Q822 CAM Q84 PAYGE Q822 PUPPY Q84 AUDIL Q935 WOZEE,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6916,TRA96U,LIEO,EHAM,2019-09-29 10:40:00,2019-09-29 13:00:00,D84,73H,OKIVA UP872 AJO UM622 IRMAR UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1904,KLM28M,EDDV,EHAM,2019-09-29 10:50:00,2019-09-29 11:55:00,A4,E90,VAXEV Y348 OSN UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
PS101,AUI101,UKBB,EHAM,2019-09-29 09:50:00,2019-09-29 11:55:00,E4,73J,KR T731 OKROT M70 POLON L980 SUBIX Z20 MAG DCT EMBOX L986 DLE UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1089,KLM1089,EHAM,ESMX,2019-09-29 12:00:00,2019-09-29 13:35:00,B26,E75,ANDIK UN873 JUIST UP729 DOSUR P729 TALSA Z702 DEKIK N851 VEPIP DCT,2019-09-04 13:31:36,2019-09-04 13:31:36
QY1239,BCS1239,EHAM,EDDP,2019-09-28 22:33:15,2019-09-28 22:33:15,,332,ARNEM UP147 RKN UL980 ROBEG T236 ADMOS T437 JUNKA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1187,KLM71W,EHAM,ENBR,2019-09-29 11:45:00,2019-09-29 13:25:00,B34,E95,ANDIK UZ733 GREFI P603 KARLI Z322 ALUVA,2019-09-04 13:31:36,2019-09-04 13:31:36
UA947,UAL947,EHAM,KIAD,2019-09-29 12:00:00,2019-09-29 14:35:00,E7,764,BERGI UL602 SUPUR UL60 KOLAG L60 PENIL M144 BAGSO DCT MALOT NATA PORTI N174B TUSKY J575 BOS J42 LAURN J222 RBV,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1486,KLM1486,EGNJ,EHAM,2019-09-29 10:00:00,2019-09-29 12:00:00,A8,E75,UMBAG P155 BANEM N866 LEDBO M604 ENITO L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
SU2550,AFL2550,UUEE,EHAM,2019-09-29 09:10:00,2019-09-29 12:00:00,G4,333,BELAG A494 OPOKA M869 LEP M864 KOLJA M611 CDA Z701 GOBOT UZ701 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
OR594,TFL594,LEIB,EHAM,2019-09-29 19:55:00,2019-09-29 22:30:00,C14,320,EPAMA UN856 RES UN863 AGN UL873 FOUCO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KK6725,KKK6725,LTFM,EHAM,2019-09-29 09:20:00,2019-09-29 12:00:00,G5,330,TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
SK821,SAS821,ENGM,EHAM,2019-09-29 08:10:00,2019-09-29 10:00:00,C9,738,TOR P601 BAVTA N873 TUSKA UN873 JUIST UP174 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1355,KLM31R,EHAM,LKPR,2019-09-29 12:05:00,2019-09-29 13:35:00,D71,73H,ARNEM UL620 NOMKA DCT SODRO DCT OKG L984 OKL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1795,KLM97N,EHAM,EDDM,2019-09-29 12:05:00,2019-09-29 13:25:00,B16,E90,EDUPO UZ738 MISGO UZ741 GMH UL603 AKANU,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6335,TRA55A,EHAM,LEVC,2019-09-29 06:25:00,2019-09-29 08:50:00,C18,73H,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 SAURA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1929,KLM41K,EHAM,LSGG,2019-09-29 12:10:00,2019-09-29 13:35:00,B30,E90,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS UN852 TORPA UZ24 AKITO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1542,KLM1542,EGNM,EHAM,2019-09-29 10:00:00,2019-09-29 12:10:00,A8,E90,LAMIX L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
I23723,IBS3723,EHAM,LEMD,2019-09-29 12:10:00,2019-09-29 14:50:00,B17,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 AGN UN995 PPN UN10 NOLSA UN857 ALEPO UN10 VASUM UN857 GARVU UN10 BANEV,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1201,KLM93U,EHAM,ENZV,2019-09-29 12:15:00,2019-09-29 13:40:00,B7,E90,ANDIK UZ733 GREFI P603 ZOL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1281,KLM1281,EHAM,EGPH,2019-09-29 12:15:00,2019-09-29 12:40:00,D6,73H,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1157,KLM79Q,EHAM,ESGG,2019-09-29 12:15:00,2019-09-29 13:40:00,B2,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N873 LOBBI,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6224,TRA4K,LEMG,EHAM,2019-09-29 20:05:00,2019-09-29 23:10:00,D82,73H,BLN UN865 VTB UN867 DGO UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1060,KLM14N,EGFF,EHAM,2019-09-29 09:45:00,2019-09-29 12:05:00,A8,E90,BCN UN864 DIKAS UL18 GAVGO UL9 CPT M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1475,KLM45J,EHAM,EGPF,2019-09-29 12:20:00,2019-09-29 12:55:00,D6,E90,BERGI UL602 SUPUR UP1 GODOS M981 NATEB Y96 HAVEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1333,KLM1333,EHAM,EKYT,2019-09-29 12:15:00,2019-09-29 13:40:00,B20,E90,ANDIK UN873 KEKIX UZ708 KUGAL Z708 BAVTA N607 AAL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1575,KLM35F,EHAM,LGAV,2019-09-29 12:20:00,2019-09-29 16:35:00,D82,73H,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT LISKO DCT XOLTA DCT AIOSA DCT PAPIZ DCT PINDO UL607 XORKI,2019-09-04 13:31:36,2019-09-04 13:31:36
PY994,SLM994,SMJP,EHAM,2019-09-28 22:20:00,2019-09-29 12:20:00,G8,343,DCT VILAS UG449 BEL UZ56 EGIMI UL375 MOTBU UL695 DIKEB UL375 OBKUT UN866 APASO UN871 KORAL UG5 SONSO UN871 VJF UN10 HIJ UZ230 TLD UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5423,TRA84P,EHAM,LIRP,2019-09-29 12:10:00,2019-09-29 14:05:00,C15,73H,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN DCT ELBUK DCT OLKIS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1767,KLM47A,EHAM,EDDF,2019-09-29 12:25:00,2019-09-29 13:35:00,B36,E75,EDUPO UZ738 COL T911 ROLIS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1233,KLM15P,EHAM,LFPG,2019-09-29 12:25:00,2019-09-29 13:40:00,C5,73H,WOODY UN872 NIK UY131 MOPIL,2019-09-04 13:31:36,2019-09-04 13:31:36
OR317,TFL317,KSFB,KMIA,2019-09-29 15:35:00,2019-09-29 16:50:00,E24,788,DCT OVIDO J45 TRV,2019-09-04 13:31:36,2019-09-04 13:31:36
PC1252,PGT2BM,EHAM,LTFJ,2019-09-29 13:20:00,2019-09-29 17:55:00,D28,738,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UM19 IBODU,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1825,KLM51X,EHAM,EDDT,2019-09-29 12:30:00,2019-09-29 13:45:00,C11,73H,ARNEM UP147 RKN UL980 DLE T207 BATEL,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1873,KLM1873,EHAM,EDDS,2019-09-29 12:30:00,2019-09-29 13:40:00,B26,E75,LOPIK UN852 PELIX UZ210 KRH T128 BADSO,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7975,EJU92QV,EHAM,LIRF,2019-09-29 07:20:00,2019-09-29 09:35:00,M1,320,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT SRN DCT KALIK DCT GIPIX DCT XIBIL,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5792,TRA72N,LGPZ,EHAM,2019-09-29 11:20:00,2019-09-29 13:25:00,D63,73H,MALED UA14 KRK UL53 OLGAT DCT ENOXA DCT GARGA DCT RIVAM DCT LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1534,KLM66H,EGNV,EHAM,2019-09-29 10:00:00,2019-09-29 12:20:00,A8,E75,OTR L90 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1870,KLM1870,EDDS,EHAM,2019-09-29 11:00:00,2019-09-29 12:30:00,A4,E75,OKIBA N851 RIMKI Z99 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1186,KLM56W,ENBR,EHAM,2019-09-29 10:45:00,2019-09-29 12:30:00,C7,E90,TUXIL P603 RUMOG M185 ATNAK UM185 TIPAN N866 LARDI L74 TOPPA,2019-09-04 13:31:36,2019-09-04 13:31:36
TK1962,THY41JC,EHAM,LTFJ,2019-09-29 12:30:00,2019-09-29 16:55:00,D23,320,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 ADORU UM19 IBODU,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7985,EJU14TD,EHAM,LIEO,2019-09-29 12:35:00,2019-09-29 14:55:00,M3,320,LOPIK UN852 GTQ UZ343 BEGAR UL15 RIPUS UN850 ODINA DCT MONEB DCT IDONA DCT SUNEV DCT BATOX,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1987,KLM1987,EHAM,LFSB,2019-09-29 12:35:00,2019-09-29 13:50:00,B30,E75,LOPIK UN852 POGOL UZ24 LASAT UN852 MIRGU UZ24 SHARA UN852 TIRSO UZ24 ARPUS,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1129,KLM99C,EHAM,EKCH,2019-09-29 12:35:00,2019-09-29 13:55:00,D78,73W,ANDIK UN873 JUIST UP729 DOSUR P729 TUDLO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1695,KLM1695,EHAM,LPPT,2019-09-29 12:35:00,2019-09-29 14:35:00,C6,73H,WOODY UN872 LESDO UM728 RESMI UN857 VAVIX UP181 NEA UN864 MONTO UN857 HIJ UN10 SVL UM744 ROSAL UZ227 EXONA,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7992,EJU81CZ,LDDU,EHAM,2019-09-29 10:00:00,2019-09-29 12:35:00,H2,320,LOKRU P748 AIOSA DCT XOLTA DCT LISKO DCT BUSER DCT TULIK DCT NIVAS DCT BRENO M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
SK822,SAS822,EHAM,ENGM,2019-09-29 10:40:00,2019-09-29 12:30:00,C9,738,ANDIK UZ733 KONOM UZ704 AMADA Z704 PIPEX M609 RIPAM,2019-09-04 13:31:36,2019-09-04 13:31:36
OS379,AUA37HV,LOWW,EHAM,2019-09-29 10:40:00,2019-09-29 12:40:00,B15,E95,DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1425,KLM1425,EHAM,EGBB,2019-09-29 12:15:00,2019-09-29 12:30:00,D6,73W,IDRID UM40 RINIS M40 SABER L980 LAM UL10 BUZAD,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1636,KLM1636,LIMC,EHAM,2019-09-29 10:50:00,2019-09-29 12:45:00,D68,73W,AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
BE1533,BEE1ED,EGTE,EHAM,2019-09-29 13:25:00,2019-09-29 16:00:00,D16,DH4,SAM L620 MID UM185 KOBBI M197 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
EI604,EIN60T,EIDW,EHAM,2019-09-29 10:00:00,2019-09-29 12:45:00,D31,320,LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7997,EJU72AW,EHAM,LDSP,2019-09-29 12:45:00,2019-09-29 14:55:00,H4,319,EDUPO UZ738 RIDSU UL607 BEMKI Z999 XEBIX L607 ELMEM N606 OTRES T307 DIRAB DCT LAMPO DCT AGOMO DCT BUSER DCT TORPO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1075,KLM1075,EHAM,EGCC,2019-09-29 12:50:00,2019-09-29 13:05:00,D6,E90,BERGI UL602 SUPUR UL60 KOLAG L60 OTBED,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5356,TRA6Q,LPFR,EHAM,2019-09-29 19:40:00,2019-09-29 23:40:00,D78,73H,VFA R47 MINTA UN747 OSLEP UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
AT685,RAM685,EHAM,GMMW,2019-09-29 21:40:00,2019-09-29 23:45:00,G2,320,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 GUERE UN860 AMR UM372 IXIRI DCT,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU1749,EJU1749,LFBO,EHAM,2019-09-29 10:55:00,2019-09-29 12:55:00,,319,FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1128,KLM24T,EKCH,EHAM,2019-09-29 11:50:00,2019-09-29 13:20:00,C6,73J,LANGO M611 DEGUL UN872 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6601,TRA56C,EHAM,LEPA,2019-09-29 06:35:00,2019-09-29 09:05:00,C13,738,WOODY UN872 LESDO UM728 RESMI UN857 DIRMO UZ365 NARAK UN859 LOMRA UN727 ROCAN UN13 LORES,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1051,KLM1051,EHAM,EGGD,2019-09-29 13:00:00,2019-09-29 13:15:00,D6,E90,IDRID UM40 RINIS M40 SABER L980 LAM L179 CPT,2019-09-04 13:31:36,2019-09-04 13:31:36
CX270,CPA270,EHAM,VHHH,2019-09-29 13:00:00,2019-09-30 06:10:00,G3,351,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 MALIV P862 EKLON Y169 TUKMA L738 MEGAS P983 NIGOR Y962 ALTAN B330 URGAM Y962 MORIT B330 SJG G586 MAMSI B330 GYA A599 POU R473 SIERA,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1700,KLM20H,LEMD,EHAM,2019-09-29 10:20:00,2019-09-29 13:00:00,C4,73H,RBO UN867 DGO UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1808,KLM1808,EDDC,EHAM,2019-09-29 14:05:00,2019-09-29 15:35:00,B16,E75,BEBEX T234 GOBAX DCT EMBOX L986 DLE UL980 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1766,KLM1766,EDDF,EHAM,2019-09-29 11:45:00,2019-09-29 13:00:00,A4,E75,MARUN Y152 ARPEG Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV1834,TRA1834,LGKO,EHAM,2019-09-29 10:50:55,2019-09-29 10:50:55,C18,738,LARKI UL609 MES UG18 GIKAS UN133 ATFIR N133 SODGO T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1598,KLM46G,LIRF,EHAM,2019-09-29 10:20:00,2019-09-29 12:55:00,C11,73W,SOVAN DCT PETAS DCT IBUGO DCT UNIMI L12 MOGTI P66 KPT L608 TEDGO UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
TK1957,THY5WK,LTFM,EHAM,2019-09-29 10:35:00,2019-09-29 13:05:00,E19,333,TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
VK6292,FOO6292,LIRF,EHAM,2019-09-29 10:30:00,2019-09-29 13:05:00,B17,321,SOVAN DCT PETAS DCT IBUGO DCT UNIMI L12 MOGTI P66 KPT L608 TEDGO UN851 LOHRE Z850 HMM UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
DY7700,NAX7JA,KJFK,EHAM,2019-09-29 00:05:00,2019-09-29 13:05:00,G6,789,PUT J42 BOS J575 TUSKY N435A TUDEP NATU BEXET DCT LIFFY UL975 WAL M16 DOLAS L603 LAMSO,2019-09-04 13:31:36,2019-09-04 13:31:36
TP674,TAP674,LPPT,EHAM,2019-09-29 09:05:00,2019-09-29 13:05:00,C12,A20N,NAKOS UZ4 BAROK UN873 GDV UN871 KORAL UG5 SONSO UN871 VJF UN10 HIJ UZ230 TLD UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
AF1640,AFR47DX,LFPG,EHAM,2019-09-29 11:45:00,2019-09-29 13:05:00,C5,321,NURMO UN874 VEKIN UN873 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1780,KLM88B,EDDH,EHAM,2019-09-29 12:35:00,2019-09-29 13:40:00,A4,E90,WSN UN125 EEL,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7956,EJU7956,LDPL,EHAM,2019-09-29 10:45:00,2019-09-29 13:05:00,H3,320,VRS P28 ABLAT DCT BARPI DCT ERKIR L608 KOGOL M726 ERNAS Y101 AMOSA DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU7954,EJU83VZ,LEPA,EHAM,2019-09-29 10:25:00,2019-09-29 13:05:00,,320,GALAT UN861 FISTO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1857,KLM29Y,EHAM,EDDL,2019-09-29 13:10:00,2019-09-29 14:00:00,B30,E75,ARNEM T196 TEBRO,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1781,KLM63J,EHAM,EDDH,2019-09-29 13:10:00,2019-09-29 14:15:00,B26,E90,ANDIK UN873 GRONY UM105 EEL UN125 WSN UL23 HAM,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5216,TRA11B,LICC,EHAM,2019-09-29 10:35:00,2019-09-29 13:45:00,D73,73H,LIBRO DCT ROSAS DCT DORAS DCT TURMO DCT MAMAR DCT BAKRO DCT DORAV DCT ASTIG DCT AOSTA UM729 MOLUS UN853 IXILU UL47 EPL UM624 ROUSY UQ624 BUB UY28 HELEN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6411,TRA25F,EHAM,LIRN,2019-09-29 06:15:00,2019-09-29 08:35:00,D84,73H,EDUPO UZ738 RIDSU UL607 UTABA M738 TIRUL Y740 NATAG DCT TNT DCT NIMUM DCT UNUMU DCT EVULI DCT TEA,2019-09-04 13:31:36,2019-09-04 13:31:36
PS102,AUI5HE,EHAM,UKBB,2019-09-29 13:15:00,2019-09-29 17:05:00,E4,73J,ARNEM UP147 RKN UL980 DLE L986 EMBOX DCT MAG Z20 IDOBA Y210 ARSAP Y209 KELOD L980 POLON M70 SLV,2019-09-04 13:31:36,2019-09-04 13:31:36
SU2551,AFL2551,EHAM,UUEE,2019-09-29 13:15:00,2019-09-29 17:45:00,G4,333,ANDIK UN873 BEDUM UZ700 GITER Z700 CDA M611 KOLJA M864 TU,2019-09-04 13:31:36,2019-09-04 13:31:36
CAI804,CAI6PD,EHAM,LTFE,2019-09-29 12:55:00,2019-09-29 17:40:00,D24,738,EDUPO UZ738 MISGO UZ741 GMH UL603 ESATI UL984 OSBIT UZ205 BARSU DCT EKSOS UZ205 LULAR Z205 ABUDO Z37 GIMBO DCT PESAT DCT INVED L606 OVDOT M748 OSTOV N127 NIKTI UN127 LMO UN128 ERESO UN127 RIKSO UN128 IMR UN618 OKESA,2019-09-04 13:31:36,2019-09-04 13:31:36
EK147,UAE147,OMDB,EHAM,2019-09-29 08:05:00,2019-09-29 13:15:00,G9,388,DAVMO M318 RADEB M317 PARAS UL124 BONAM UT366 VAN UA4 ERZ UL851 KUGOS L851 DEGET DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1794,KLM48V,EDDM,EHAM,2019-09-29 11:50:00,2019-09-29 13:25:00,C15,73H,INPUD Y102 TENLO DCT TESDU Y102 ALIBU L604 RELBI UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
HV6116,TRA22G,LEMG,EHAM,2019-09-29 10:35:00,2019-09-29 13:40:00,A4,73H,BLN UN865 VTB UN867 DGO UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
NJE7JD,NJE7JD,EGCN,EGHH,2019-09-29 16:21:10,2019-09-29 16:21:10,,CNJ,UPTON UL975 BARTN UL612 HON UN859 CPT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1017,KLM89A,EHAM,EGLL,2019-09-29 13:20:00,2019-09-29 13:50:00,D6,73H,IDRID UM40 RINIS M40 SABER L980 LAM,2019-09-04 13:31:36,2019-09-04 13:31:36
BE105,BEE7CR,EGBB,EHAM,2019-09-29 11:00:00,2019-09-29 13:20:00,D18,DH4,UNGAP P155 SIVDA P137 REDFA,2019-09-04 13:31:36,2019-09-04 13:31:36
HV5465,TRA7V,EHAM,LIPX,2019-09-29 07:00:00,2019-09-29 08:40:00,D61,73H,LOPIK UN852 GTQ UZ343 BEGAR UQ341 RESIA DCT IDREK,2019-09-04 13:31:36,2019-09-04 13:31:36
KK2247,KKK4LE,LTFM,EHAM,2019-09-29 10:40:00,2019-09-29 13:20:00,A9,321,TUDBU Q26 ETUBA T226 MOPUG DCT BEGLA DCT DITIS M174 OKG DCT ROBEL UL602 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
EJU8872,EJU69AK,EHAM,EGKK,2019-09-29 13:20:00,2019-09-29 13:35:00,H2,320,IDRID UL980 XAMAN L980 LOGAN L608 SUMUM Q63 ARREK Y4 TEBRA,2019-09-04 13:31:36,2019-09-04 13:31:36
VY1374,VLG137C,LEAL,EHAM,2019-09-29 10:30:00,2019-09-29 13:25:00,D66,320,SOPET UN608 GIROM UN863 AGN UL873 FOUCO UY156 ADABI UN858 VANAD UN874 BAMES UT191 PODEM UN873 BELDI UY473 LUMIL UY873 DENUT,2019-09-04 13:31:36,2019-09-04 13:31:36
KL1856,KLM1856,EDDL,EHAM,2019-09-29 12:25:00,2019-09-29 13:25:00,B32,E90,SONEB P55 RKN,2019-09-04 13:31:36,2019-09-04 13:31:36
